ID,URN,Passage_SHA256,Primary_Text,Meter,Pattern,Caesura,Tier,Source
m-2004ecee39c1,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.243,6a033b49cbd15594eb5dbf6a1937a45fecd3af6424f4792a9a663d41fa2ef8a8,ὄλλυνται γαλεοί τε κύνες καὶ φῦλα κελαινῶν,dactylic hexameter,--- uu- u u- - -u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-37187876582b,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.245,701c7918e43574804376a41f3bbdc4253851cda18fe8142a849f645df5bcd039,"ἰχθύς, ἀσπαλιεὺς δὲ κιών, ὅθι πηλὸς ἀϊδνὴς",dactylic hexameter,-- -uu- u u- uu -u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-43f03c1b80a8,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.246,471fcfa36b90f8d9f69543bc223d6b1753904649ba61883e680314fe8b3173cf,"ἐμβύθιος δολιχῇσιν ὑφίζεται ὀργυιῇσιν,",dactylic hexameter,-uu- uu-u u-uu ----,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-cd6b6a0b7ab7,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.247,1b39eec6321ad47a07a2b1e4dcb732aa7258298cd75d23b752082ed6f2926fc9,"ἄγκιστρον καθέηκε, θοῶς δέ τις ἔσπασεν ἄτην",dactylic hexameter,--- uu-u u- u u -uu --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-7e3cacb0d231,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.249,188ac536d4327a5e8cdd272af6e2bf6ed8ab90885e38bf7c1506aa6ddeaef81d,"φρασσάμενοι μάλα πάντες ἀολλέες ἐγγὺς ἕπονται,",dactylic hexameter,-uu- uu -u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-4c779d0710db,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.25,92ff9e2cdcb94b985823b7797be8bca4abb5000d4400e0d93109e48747c0b25d,"λαμπόμενος, πρῶτος δὲ γάμων ἐζεύξαο θεσμούς,",dactylic hexameter,-uu- -- u u- --uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-5b0dfefd1f6e,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.251,83cba4ebfea9fac1ff3b8455a2a56d40a3b0ed1ed7f52fa963c20574f13b7d8a,"δὴ τότε τοὺς μὲν ἕλοις ὑποχῆς περιηγέϊ κύκλῳ,",dactylic hexameter,- uu - u u- uu- uu-uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-8701f4de1607,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.252,c00095dbdaf133a3975a36342a2c5fed6a0dbef6d166e816267307d9cf7f6d82,τοὺς δὲ σιδηρείοισι καταΐγδην στυφελίζων,dactylic hexameter,- u u---u u--- uu--,feminine penthemimeral,gold-derived,hypotactic
m-a6c69c496264,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.253,74dbeebb880c30d7a006f45d0c4cc9103f0449ffc5bee28d525f05b31eedadcf,αἰχμαῖς τριγλώχισι καὶ ἀλλοίοισι δόλοισιν·,dactylic hexameter,-- ---u u ---u u--,feminine penthemimeral,gold-derived,hypotactic
m-018ef532a744,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.257,8be7914100a73532ea2500b366f8575a34dd38bde414c871cb08cd87ae1aa603,τύμβον ἐς ἀμφίκλαυτον ἑοὶ στέλλουσι τοκῆες,dactylic hexameter,-u u ---u u- --u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-ce2bbd89511f,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.258,81af47bc5e677637c87cfe4c6f28ddc86a3b3f0ba4cbf86a673702bcb2dee47b,"τηλυγέτου, τῷ πολλὰ μάτην περιμοχθήσωσι·",dactylic hexameter,-uu- - -u u- uu----,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-ac05261dc39f,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.260,dfbe16b8d591885062249c46125b535ba7b48bbf390a6b06a579e9a03b753b34,ἠρίῳ ἐμπεφύασι καὶ οὐκ ἐθέλουσι μέλαθρα,dactylic hexameter,-uu -uu-u u - uu-u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-7430da402924,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.261,ab0303e50e3bebdf5edc670202697d0e701671d7592e7275375f2a09ffcf6cab,"νοστῆσαι, ξυνῇ δὲ θανεῖν δυσπενθέϊ νεκρῷ·",dactylic hexameter,--- -- u u- --uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-76044e846813,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.264,9db8f1be937927188087fd1a0fb42151194c4437f44989427fc0fb7a312971ce,ἄλλους δὲ ξεῖνός τε καὶ οὐκ ἐνδήμιος ἅλμης,dactylic hexameter,-- - -- u u - --uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-928a8ee45bb2,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.266,faaed4eb86ad59a53605eced5b4b5a10acd4e57442e0bc2c4f4d1199550e5020,ἔξαλον· ἀλλοδαπῆς φιλίης βέλος οἷον ἱκάνει,dactylic hexameter,-uu -uu- uu- uu -u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-e2c28d3410b7,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.267,4bd84d4090bdbfe36ad4e3432c6e37d006317954a6c8cb5db29d8c63c1d35213,πουλύποδας σαργῶν τε γένος πέτρῃσιν ἑταῖρον.,dactylic hexameter,-uu- -- u u- --u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-2340b7d89c0b,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.268,e2ea9fe3e57157ff01684aab5b47bc8b46383e27b3b0131d7d7a8778b5c3b23a,ἤτοι πουλύποδες μὲν Ἀθηναίης φιλέουσιν,dactylic hexameter,-- -uu- u u--- uu--,masculine penthemimeral,gold-derived,hypotactic
m-3038398e39bb,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.269,97877318188b1b8cca11e7e391184285dd5e6cf38424056ee65a76dffe5820de,ἔρνεα καὶ θαλλοῖσιν ἐπὶ γλαυκοῖσιν ἔρωτα,dactylic hexameter,-uu - --u u- --u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-ca955800f59e,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.27,20f521f6fa3498aa6daf04837859aad5571478623d5dae93e46a19bfd248e131,εἴτε σε καὶ πτερύγεσσιν ἀειρόμενον θεὸν ὄρνιν,dactylic hexameter,-u u - uu-u u-uu- uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-e800d8973429,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.270,a9a37d2859d85053d30aa1581c5d3e94f40bdb632547f08d52e88083de3ed3f3,ἔσπασαν· ἦ μέγα θαῦμα πόθῳ φρένα δενδρήεντι,dactylic hexameter,-uu - uu -u u- uu ----,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-331a79482fb9,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.271,6950d4f0d5607144158944ca73c314c83009e73779db0eaad233688367fb1bc3,ἕλκεσθαι λιπαροῦ τε φυτοῦ πτόρθοισι γάνυσθαι.,dactylic hexameter,--- uu- u u- --u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-71e5335eec9f,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.272,84a4c91d814bcb12b9b31ab8cb45895184f03444052cf96881a7c40b43b52693,"ἔνθα γὰρ ἀγλαόκαρπος ἁλὸς σχεδόν ἐστιν ἐλαίη,",dactylic hexameter,-u u -uu-u u- uu -u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-d3541e3d2827,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.273,dcaf872e379dc09933831ee2e8d53fb44f1de22686f92af3bee9466d3f0766e2,"γείτοσιν ἐν γουνοῖσιν ἐπακταίη τεθαλυῖα,",dactylic hexameter,-uu - --u u--- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-11fa1970803f,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.276,a1a2c043e5c7fee15357b181e98d782c45184cf8fcf79e889e360e95da7ab6b4,θηρὸς ἀνιχνεύει σκολιὴν βάσιν ἐξερεείνων,dactylic hexameter,-u u--- uu- uu -uu--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-4b1a2e34f043,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.279,4ed536dc1d880ceca9cceea657ea8bbe1520fdcb730ba77de8160dc5e08cfabe,ὥς καὶ τηλεθόωσαν ἄφαρ μάθεν ἐγγὺς ἐλαίην,dactylic hexameter,- - -uu-u u- uu -u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-22b4e07431e5,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.28,39401be2046aac2001b9e3d74c30d9b983ea8ea5411d0bee6bf62b01fda82b10,"τίκτε Πάφου μεδέουσα πολυφράδμων Ἀφροδίτη,",dactylic hexameter,-u u- uu-u u--- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-95488611e301,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.280,c0830e1416d7ae7eed11d86208676464d690ba32f4c309135f4ffd03db62b3ce,"πούλυπος, ἐκδύνει δὲ βυθῶν καὶ γαῖαν ἀνέρπει",dactylic hexameter,-uu --- u u- - -u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-e829adf30aaa,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.283,6721d8c21b9f41fa83fcb53e32ac69e0543767a3596d241a613d326e1ff154f9,"πυθμένας εἰλεῖται στρωφώμενος, ἠΰτε κοῦρος,",dactylic hexameter,-uu --- --uu -uu --,masculine penthemimeral,gold-derived,hypotactic
m-e661c80e98ff,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.284,6a5fe71a3a7bf7f05ade3643fa7df67be25fa14b8841a670d4e1ddb957e176dc,"ὅστε νέον προμολοῦσαν ἑὴν τροφὸν ἀμφαγαπάζει,",dactylic hexameter,-u u- uu-u u- uu -uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-c10495994579,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.286,1cb5b6760ce2935df58c35c631896a1a39400c7ecba886569d73a262a3029d89,ἱμείρων δειρήν τε καὶ αὐχένα πηχύνασθαι·,dactylic hexameter,--- -- u u -uu ----,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-5515c69fad8b,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.287,f15d62f67173b34c9df41b9a95357823229a0c80f0c349427e620f3893a807d5,ὣς ὁ περὶ πρέμνοισιν ἑλίσσεται ἔρνεϊ χαίρων.,dactylic hexameter,- u u- --u u-uu -uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-4bebe5180519,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.29,01cc12f5d362c49b05c003a4c2fb22f7be1757ce3f8eaa4492b3866105bc00ea,"εὐμενέοις, πρηΰς τε καὶ εὔδιος ἄμμιν ἱκάνοις",dactylic hexameter,-uu- -- u u -uu -u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-6f4388c2ffcf,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.290,a7b2128fccd2f5a6e1aeff7c75dd2f50accc0406fc52139641021d9e457acac2,"πτύσσεται, ἄλλοτε ἄλλον ἔχων κλάδον, οἷά τις ἀνὴρ",dactylic hexameter,-uu -uu -u u- uu -u u --,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-11e360039d98,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.292,22ed427a2ba47a93434eb6cfd4a5403557fc3d9f5f5437e021ad4569a2e7508a,ἀθρόον ἀντιόωντας ἑλισσόμενος περὶ δειρήν·,dactylic hexameter,-uu -uu-u u-uu- uu --,feminine penthemimeral,gold-derived,hypotactic
m-2c7d622df9ce,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.295,62ca25959322273004eed47cf1b601b9c03a4b5751cd574c0413b500848ab084,"ἑρπύζει, πάντῃ δὲ περιρρέει ἀκρεμόνεσσιν·",dactylic hexameter,--- -- u u-uu -uu--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-1728144c10ca,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.298,2e20f31162c488954a5b6a099faeba19111ad734af76828eeead35f30a3248de,"λωφήσῃ, πάλιν αὖτις ἁλὸς μετὰ κόλπον ἀφέρπει,",dactylic hexameter,--- uu -u u- uu -u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-4de28fca6525,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.299,d4a570a63e66607968c3e322cac32c1179fcef6b8f6e13107454ee0d207ba055,πλησάμενος φιλότητος ἐλαιηροῦ τε πόθοιο.,dactylic hexameter,-uu- uu-u u--- u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-92f40b983601,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.3,42e166c1f24c9b7b1eeff37792be815deef287cbed27a60783d82f6241fdaa21,"ἠντίασαν, σπεύδοντες ἑὴν φιλοτήσιον ἄτην.",dactylic hexameter,-uu- --u u- uu-uu --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-95bfb6d72fab,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.30,deead78446a0924b9279800d2b79b393b6ec47faa8a21b5fe5baa3c5dd2638eb,μέτρον ἄγων· οὐ γάρ τις ἀναίνεται ἔργον ἔρωτος.,dactylic hexameter,-u u- - - u u-uu -u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-24b8f19aef04,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.300,ee89a5fbd43a5eb68c95d46a0144e0b72c741083462e09e140f75aaa3ce1abbb,"τοῦ δή μιν καὶ ἔρωτος ἕλεν δόλος, ὡς ἐδάησαν",dactylic hexameter,- - - u u-u u- uu - uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-85614e4df058,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.301,0d53a509090f7441d53e2bd41c7c15c14fedf75f08d4b4e019ff446d11e494fe,ἰχθυβόλοι· θαλλοὺς γὰρ ὁμοῦ δήσαντες ἐλαίης,dactylic hexameter,-uu- -- u u- --u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-fbfb05655fb3,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.306,4d8921605d95a85f4005f5011fcf5eeb480a7d71f9307d935e780062333c6dc1,"δεσμὰ πόθων ἀνίησιν, ἕως ἔντοσθε γένηται",dactylic hexameter,-u u- uu-u u- --u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-9c5b3ada1dd4,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.31,d712958bf5f9eefcc78181d7517ab98917198bac05cd5412901faf81c2cca4e7,"πάντῃ μὲν κρατέεις, πάντῃ δέ σε καὶ ποθέουσι",dactylic hexameter,-- - uu- -- u u - uu--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-5b9d0e117392,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.310,9397bf83be36a2c863b49b01fa4b22f7e07f820f7b367f06d268cf38aa262f0e,ἐκπάγλως χαίρουσι καὶ εἰνάλιοί περ ἐόντες.,dactylic hexameter,--- --u u -uu- u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-95b2a63606f4,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.311,7bb6a98e2c358fb8663958cebc5b30e8f8452fb8a6f40687b7ea45aa70d87fab,"ἦ σέβας οὐκ ἐπίελπτον, ὁμόφρονα φῦλα τεκέσθαι",dactylic hexameter,- uu - uu-u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-43f3b4afc7f0,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.312,71d7323177524fea072b7fe601d8e73c770ea18f1816e20604722a266fc6eea4,ἀλλήλοις ὀρέων τε πάγους χαροπήν τε θάλασσαν.,dactylic hexameter,--- uu- u u- uu- u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-3b364cbfcf04,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.313,b50de2f56b840fa6ddad91685c4799c1bcfb49f8fd90550e6f2b6a8781bf7a9a,εὖτε γὰρ αἰγονομῆες ἐπὶ ῥηγμῖνος ἄγωσι,dactylic hexameter,-u u -uu-u u- --u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-7bdbf8dcf117,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.314,59e5c5e468d755cc6acef5e03416c5e5721ce3e5fa4e82b77db2b07f1d66871c,"μηκάδας, ἐν δίνῃσι λοεσσομένας ἁλίῃσιν",dactylic hexameter,-uu - --u u-uu- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-7c3ff7ceee90,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.315,61b98a604ee91b1fb1163544cdd933a0d19d1b051e69b383c6bb280ac8ed4dfc,"ἐνδίους, ὅτε θερμὸς Ὀλύμπιος ἵσταται ἀστήρ,",dactylic hexameter,--- uu -u u-uu -uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-3400c22a5c37,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.316,37b0107d62d4c2b46581955c484e79dc9b3bc7df3ee145862df4b1fd5d94e286,οἳ δὲ τότε βληχήν τε παρακταίην ἀΐοντες,dactylic hexameter,- u u- -- u u--- uu--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-559300051b27,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.318,08dec605ce68f6786073c33053673d248cc13a06af6960a3e6deae7590b0b03c,καὶ νωθεῖς περ ἐόντες ἐπειγόμενοι φορέονται,dactylic hexameter,- -- u u-u u-uu- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-073857ee97d4,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.320,462ee63d1fddb6dfb947640d579224dff717e25150523f2a7c20175016161259,"γηθόσυνοι, κεραὸν δὲ περισαίνουσιν ὅμιλον",dactylic hexameter,-uu- uu- u u---u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-32d5979edbce,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.321,eb4a2046b2482922883c74d1fceaacc577a19da80f32f9550b9ea77e2c0a422d,"ἀμφί τε λιχμάζουσι καὶ ἀθρόοι ἀμφιχέονται,",dactylic hexameter,-u u ---u u -uu -uu--,feminine penthemimeral,gold-derived,hypotactic
m-4b91d5e68759,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.323,b9d6e41dce0b6707451e5b9af8939b921e1996debc951a51c9d3f8c538c3ecd5,πρωτοδαεῖς· αἶγες δὲ φίλον χορὸν οὐκ ἀέκουσαι,dactylic hexameter,-uu- -- u u- uu - uu--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-dd890efcb4e1,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.325,c81572259101fc145821e337c9cb412bb9dd3561a4ad3678699a7ff8c699d28a,οὐ τόσον ἐν σταθμοῖσι κατηρεφέεσσι νομήων,dactylic hexameter,- uu - --u u-uu-u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-d97673e33ef2,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.326,610c8c460200bde2a614f393f791df6d08cd6248ab96090a2da37eed05a3e6e8,μητέρας ἐκ βοτάνης ἔριφοι περικαγχαλόωντες,dactylic hexameter,-uu - uu- uu- uu-uu--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-c19c0c5fa549,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.327,a0a8f952ba312e60ed27cde9d776452410a5270d08433af65cd7e5d279a57561,"πολλῇ γηθοσύνῃ τε φιλοφροσύνῃ τε δέχονται,",dactylic hexameter,-- -uu- u u-uu- u u--,masculine penthemimeral,gold-derived,hypotactic
m-1ac1c3768eb5,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.328,2e6ac4679b5278acbe4d34f5f358737bf8e50c636ce7b0258e7dc0f4d58c78f0,ἦμος ἅπας περὶ χῶρος ἀγαλλομένῃσιν ἰωῇς,dactylic hexameter,-u u- uu -u u-uu-u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-67f8c0430163,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.33,75fa40e3e43146c86856311e18ec43a134323af109a88a0bb3381bb1eee550a4,εὐκραῆ κομέει τε καὶ ἐν στέρνοισι φυλάσσει·,dactylic hexameter,--- uu- u u - --u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-433ec4fbea7c,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.332,d014bf0c05e7dd5e87f8156d7155972649b9021c847e257b5576401464f90fe0,"αἱ δὲ πάλιν στείχωσιν ἐς αὔλια, δὴ τότε σαργοὶ",dactylic hexameter,- u u- --u u -uu - uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-8ad35e7966d5,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.333,6be8fdfbf24ef4a96101f088bdb2155aef818978b4d862df3470bbc1f67bd188,"ἀχνύμενοι μάλα πάντες ἀολλέες ἐγγὺς ἕπονται,",dactylic hexameter,-uu- uu -u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-0efc41338326,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.334,2986a86bebefd04000ca362b5185536082e54216f2078d39a746e8c46ba11ccb,κύματος ἀκροτάτοιο γέλως ὅθι χέρσον ἀμείβει.,dactylic hexameter,-uu -uu-u u- uu -u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-81de2062f780,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.336,e2da5504e7ac12cc1c0f849e53f4337db86307f40e65b52a4ec37cdf834a415b,εὐνέτις ἀλλοδαπὴν τηλέχθονα γαῖαν ἰόντα,dactylic hexameter,-uu -uu- --uu -u u--,masculine penthemimeral,gold-derived,hypotactic
m-095a232a6b90,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.337,5db535ad3d19bf9c6f64830e3977df38273ae5191fcf65fd22c417801481f60a,"ἀχνυμένη στέλλῃσι, νόος δέ οἱ ἔνδον ἀλύει,",dactylic hexameter,-uu- --u u- u u -u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-5c0883582d2f,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.338,c7f16315f3658ba1d1c2ea59731f1e592caf91ee58971c9eb8d4db6e7833f78f,"ὅσση οἱ μεσσηγὺς ἁλὸς χύσις, ὅσσα τε κύκλα",dactylic hexameter,-- - --u u- uu -u u --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-fe825727d951,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.340,7aa320a5423f74bd568e0ea6e140e2c7bb614be20de8bc34298b794cee4ec7cc,"κύμασι δακρυόεσσαν ὑπὸ στόμα γῆρυν ἵησι,",dactylic hexameter,-uu -uu-u u- uu -u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-35d870e6d5f2,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.344,2598ec887619bf0d96006a95935010b82863744e5a2870cee8a6c27cfe7ae34e,στάζειν οἰωθέντας ἐλαυνομένων πάλιν αἰγῶν.,dactylic hexameter,-- ---u u-uu- uu --,feminine penthemimeral,gold-derived,hypotactic
m-c1f65093a053,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.345,b3eb528d1fdc9a233d5d4ac44e34bce5175cb2f74d32e524b3db9db0fc343429,σαργὲ τάλαν· τάχα γάρ σε κακὸν πόθον αἰπολίοισι,dactylic hexameter,-u u- uu - u u- uu -uu--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-c4d83d4cb462,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.346,97f81431303a24b340e3fc596aee5ea4c30e80176e271cf66e23ebdc3703e677,φημὶ συνοίσεσθαι· τοῖος νόος ἀσπαλιήων,dactylic hexameter,-u u--- -- uu -uu--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-1e0cf4db5fdf,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.347,5d8b5bcc4854e6670c6bec52a8a437b0922fbfcd64e414d1bb9573fbcab620be,εἰς ἀπάτην καὶ κῆρα τεοὺς ἔτρεψεν ἔρωτας.,dactylic hexameter,- uu- - -u u- --u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-f446e1ddb1bc,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.349,45f639a1077a8911bbf33579fd376a3ecf0135c96b305b3def6e012ecbf57a14,πρῶτον ἀνὴρ διδύμοισιν ἀνισταμένας κροτάφοισιν,dactylic hexameter,-u u- uu-u u-uu- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-17942ae1e03d,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.350,9d48a87758ca756e451d065cde80fab2c6f771c54ec9b46f89776b7aef1a0942,"ἐγγύθεν, αἳ στεινωπὸν ἁλὸς διὰ χῶρον ἔχουσιν,",dactylic hexameter,-uu - --u u- uu -u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-e39dc76fe424,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.351,8f3848980a323b3058c1f7f5149e23750e88c44bcb5127ec6f8e3b498333a737,"αἰθέρος ἀκτίνεσσι διαυγέας, αἷς ἔνι σαργοὶ",dactylic hexameter,-uu ---u u-uu - uu --,feminine penthemimeral,gold-derived,hypotactic
m-0fb58aace89b,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.352,cb75f864e17b414067b0fb8e350cd31a0ffb7bfafe8ac6eedf1ae582227c2a73,"πολλοὶ ναιετάουσιν, ὁμόκτιτον αὖλιν ἔχοντες·",dactylic hexameter,-- -uu-u u-uu -u u--,feminine penthemimeral,gold-derived,hypotactic
m-1e2c3e11df76,urn:cts:greekLit:tlg0023.tlg001.perseus-grc2:4.355,962c4391a4267beaf3dff1b055aea59ecede760a194c104a481dbcca8578da63,"δοιὰ κέρα κροτάφοισι περὶ σφετέροισιν ἀνάψας,",dactylic hexameter,-u u- uu-u u- uu-u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
